"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group","chem.exp.typ.nominal_f","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M","EC_mono_p.particles.mL","mu.p.mono","mu.p.poly","EC_poly_p.particles.mL","CF_bio","EC_env_p.particles.mL","x_LL_sa","x_UL_sa","mu.sa.poly","mu.sa.mono","EC_poly_sa.particles.mL","EC_env_sa.particles.mL","x_LL_v","x_UL_v","mu.v.poly","mu.v.mono","EC_poly_v.particles.mL","EC_env_v.particles.mL","x_LL_m","x_UL_m","mu.m.poly","mu.m.mono","EC_poly_m.particles.mL","EC_env_m.particles.mL","mu.ssa.mono","x_LL_ssa","x_UL_ssa","mu.ssa.inverse.poly","mu.ssa.poly","EC_poly_ssa.particles.mL","EC_env_ssa.particles.mL"
"132",2142,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15958.04911,"converted",10000,"reported","N","NOEC",10,"acute",1,NA,"Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,10695187168.4603,3338095479.50258,5326949282929172,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,15958.04911,1,5.24490228199549,3042.5827311941,1.00153594342181,3047.25596612538,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,2656371.98037774,2660452.01744687,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,2881533.02715911,2885958.8988569,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,51551.3140519558,51630.4939536594,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,781.608179363271,782.808685304795
"133",2143,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31916.09821,"converted",20000,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,21390374330.2186,6676190956.91338,10653898562520248,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,31916.09821,1,5.24490228199549,6085.16546048159,1.00153594342181,6094.51193034122,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,5312743.95909087,5320904.03322659,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,5763066.05251253,5771917.79590533,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,103102.628071607,103260.987874965,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,1563.21635823675,1565.61737011905
"134",2146,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55853.17187,"converted",35000,"reported",NA,"IC50",10,"acute",10,NA,"Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH",NA,"100µm < 1mm","Fragment","Polyethylene","Cnidaria","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,37433155079.558,11683334175.1214,18644322485244956,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,55853.17187,1,5.24490228199549,10649.0395563194,1.00153594342181,10665.3958785745,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,9297301.92882518,9311582.05856331,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,10085365.5923483,10100856.1432864,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,180429.599133389,180706.728789277,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,2735.62862703676,2739.83039783097
"135",2149,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63832.19643,"converted",40000,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","development","abnormality.occurrence",3,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Development","Abnormality Occurrence","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,42780748667.1392,13352381915.9185,21307797128378592,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,63832.19643,1,5.24490228199549,12170.3309228698,1.00153594342181,12189.023862592,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,10625487.9198463,10641808.0681203,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,11526132.1068307,11543835.5936191,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,206205.256175519,206521.975782284,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,3126.43271696329,3131.23474072864
"136",2150,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127664.3929,"converted",80000,"reported","Y","LOEC",10,"acute",2,"increase","Clear","fitness","development","abnormality.occurrence",3,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Development","Abnormality Occurrence","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,85561497361.0866,26704763840.2043,42615594270109568,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,127664.3929,1,5.24490228199549,24340.661853366,1.00153594342181,24378.0477328221,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,21250975.8463511,21283616.1429093,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,23052264.2208843,23087671.1944721,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,412410.512480255,413043.951693983,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,6252.86543588575,6262.46948341944
"137",2153,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63832.19643,"converted",40000,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,42780748667.1392,13352381915.9185,21307797128378592,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,63832.19643,1,5.24490228199549,12170.3309228698,1.00153594342181,12189.023862592,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,10625487.9198463,10641808.0681203,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,11526132.1068307,11543835.5936191,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,206205.256175519,206521.975782284,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,3126.43271696329,3131.23474072864
"138",2154,"Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy & Quin",2018,"Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double distilled water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127664.3929,"converted",80000,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,209179.4214,670206.4328,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70 percent ethanol distilled water hydra media","rinse","N","N","shaker,mechnical rotator","Y","microscopy","gut","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Adult","Marine","Hydra attenuata","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",400,"Particle Only","monodisperse",NA,NA,NA,400,308,206.36,NA,1153609.45335531,NA,13311740.6985597,NA,12.4464775531533,85561497361.0866,26704763840.2043,42615594270109568,"Marine","Hydra attenuata","Cnidaria","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,400,127664.3929,1,5.24490228199549,24340.661853366,1.00153594342181,24378.0477328221,3.14159265358979,502654.824574367,1256.63706143592,209179.4214,21250975.8463511,21283616.1429093,0.35081117965086,22451915.4976551,3711.6309504891,670206.4328,23052264.2208843,23087671.1944721,3.85892297615946e-07,24.6971070474206,0.0370415702392413,0.626643,412410.512480255,413043.951693983,333809.555680028,1.22833333333333e-07,4.91333333333333e-05,7.68389452594495e-07,1301423.38188462,6252.86543588575,6262.46948341944
"139",2157,"Koelmans,Rochman","10.1371/journal.pone.0155063",70,2,2,2,2,2,2,2,1,1,2,1,0,0,0,1,0,1,2,"P",2,2,2,1,0,1,0,2,11,10,21,"de Ruijter","Pass",NA,"Pass",NA,"Ogonowski",2016,"Daphnia","magna","Crustacea","Freshwater","Early","invivo","F",0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","Y","M7 medium",NA,"Tween80",NA,NA,22,NA,NA,21,4,10,3,1,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"reported",0.147244353,"converted","N","NOEC",1,"chronic",1,NA,"Unclear","fitness","mortality","mortality",6,"organism",NA,"PE",1,1e-09,"reported","fragment",NA,NA,NA,NA,NA,NA,NA,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",2.6,NA,35.35132222,1.472443533,1.47e-09,3,"N","Y","particle.counter",NA,"N",NA,"N",NA,"modified","cospheric","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","microscopy flourescent particles","gut","Y","LTH,EM","No","1µm < 100µm","Fragment","Polyethylene","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","1-4",114.87,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147244.3533,3535132.222,2404851851700680192,"Freshwater","Daphnia magna","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,114.87,1e+05,1,4.34627810386335,23008.1917471207,1.00617404953341,23150.2454626417,3.14159265358979,41453.6823162985,360.87474811786,35.35132222,9796.00883807322,9856.48988186925,0.35081117965086,531732.601123509,530.197103328499,1.472443533,277.716253777363,279.430887684418,3.85892297615946e-07,0.58490586123586,0.00292749669711671,1.47e-06,11.6245599401018,11.6963305489762,24048518.5170068,1.22833333333333e-07,1.4109865e-05,6.04798578305301e-07,1653443.04016403,336708.972222207,338787.830095052
"140",2158,"Koelmans,Rochman","10.1371/journal.pone.0155063",70,2,2,2,2,2,2,2,1,1,2,1,0,0,0,1,0,1,2,"P",2,2,2,1,0,1,0,2,11,10,21,"de Ruijter","Pass",NA,"Pass",NA,"Ogonowski",2016,"Daphnia","magna","Crustacea","Freshwater","Early","invivo","F",0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","Y","M7 medium",NA,"Tween80",NA,NA,22,NA,NA,21,4,10,3,1,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"reported",1.472443533,"converted","Y","LOEC",1,"chronic",2,"increase","Unclear","fitness","mortality","mortality",6,"organism",NA,"PE",1,1e-09,"reported","fragment",NA,NA,NA,NA,NA,NA,NA,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",2.6,NA,35.35132222,1.472443533,1.47e-09,3,"N","Y","particle.counter",NA,"N",NA,"N",NA,"modified","cospheric","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","microscopy flourescent particles","gut","Y","LTH,EM","Yes","1µm < 100µm","Fragment","Polyethylene","Crustacea","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","1-4",114.87,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472443.533,35351322.22,24048518517006802944,"Freshwater","Daphnia magna","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,114.87,1e+06,1,4.34627810386335,230081.917471207,1.00617404953341,231502.454626417,3.14159265358979,41453.6823162985,360.87474811786,35.35132222,97960.0883807322,98564.8988186925,0.35081117965086,531732.601123509,530.197103328499,1.472443533,2777.16253777363,2794.30887684418,3.85892297615946e-07,0.58490586123586,0.00292749669711671,1.47e-06,116.245599401018,116.963305489762,24048518.5170068,1.22833333333333e-07,1.4109865e-05,6.04798578305301e-07,1653443.04016403,3367089.72222207,3387878.30095052
"141",2162,"Koelmans,Rochman","10.1371/journal.pone.0155063",70,2,2,2,2,2,2,2,1,1,2,1,0,0,0,1,0,1,2,"P",2,2,2,1,0,1,0,2,11,10,21,"de Ruijter","Pass",NA,"Pass",NA,"Ogonowski",2016,"Daphnia","magna","Crustacea","Freshwater","Early","invivo","F",0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","Y","M7 medium",NA,"Tween80",NA,NA,22,NA,NA,21,4,10,3,1,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"reported",0.147244353,"converted","N","NOEC",1,"chronic",1,NA,"Unclear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",1,1e-09,"reported","fragment",NA,NA,NA,NA,NA,NA,NA,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",2.6,NA,35.35132222,1.472443533,1.47e-09,3,"N","Y","particle.counter",NA,"N",NA,"N",NA,"modified","cospheric","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","microscopy flourescent particles","gut","Y","LTH,EM","No","1µm < 100µm","Fragment","Polyethylene","Crustacea","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Early","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","1-4",114.87,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147244.3533,3535132.222,2404851851700680192,"Freshwater","Daphnia magna","Crustacea","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,114.87,1e+05,1,4.34627810386335,23008.1917471207,1.00617404953341,23150.2454626417,3.14159265358979,41453.6823162985,360.87474811786,35.35132222,9796.00883807322,9856.48988186925,0.35081117965086,531732.601123509,530.197103328499,1.472443533,277.716253777363,279.430887684418,3.85892297615946e-07,0.58490586123586,0.00292749669711671,1.47e-06,11.6245599401018,11.6963305489762,24048518.5170068,1.22833333333333e-07,1.4109865e-05,6.04798578305301e-07,1653443.04016403,336708.972222207,338787.830095052
