"","Size","Shape","Density","polymer","size.category","mass.mg","um3"
"80",1.07175793310924,0.19714284175321,1.22546258197338,"PE","1µm < 10µm",1.50865583079916e-09,1.2310908982384
"81",1.17849898281905,0.474830445368127,1.31156888657613,"PE","1µm < 10µm",2.14673650608846e-09,1.63676992345598
"82",1.91304971881615,0.468118476729856,0.865768792871124,"PP","1µm < 10µm",6.06150822654263e-09,7.00130135950157
"83",1.37443940926569,0.369096704996499,0.969987967424391,"PP","1µm < 10µm",2.51850689671264e-09,2.5964310705833
"84",2.49177669026896,0.343537030036431,1.19298234154647,"PE","1µm < 10µm",1.84570110326771e-08,15.4713195576316
"85",1.06593471030169,0.559656516167554,0.886141398128077,"PS","1µm < 10µm",1.07323503022265e-09,1.21113293261075
"86",1.39896020735532,0.0522606471688706,1.2876332967899,"PP","1µm < 10µm",3.52539904677869e-09,2.73789055903384
"87",11.807443136395,0.688509772284639,1.16374572170618,"PE","10µm < 100µm",1.91569199985294e-06,1646.14310851714
"88",3.72454122922232,0.460668126113972,1.48762667859876,"PE","1µm < 10µm",7.68621125013247e-08,51.6676082830965
"89",3.59596253578618,0.602195814480371,1.28614867074681,"PE","1µm < 10µm",5.98048834703147e-08,46.4991993776182
"90",1.11985305784926,0.424653986327671,1.09912920790532,"PE","1µm < 10µm",1.5435896910938e-09,1.40437509984427
"91",1.08587860228837,0.44506696315848,1.48385084786477,"PS","1µm < 10µm",1.89991457732692e-09,1.28039457608617
"92",1.864101159435,0.385582676558544,1.07882755085752,"PS","1µm < 10µm",6.98812168126404e-09,6.4775150353821
"93",1.28090049098486,0.333565643905799,1.939605303872,"PE","1µm < 10µm",4.07623805719295e-09,2.10158120781358
"94",1.87575587993107,0.631471724812842,1.08149401682678,"PE","1µm < 10µm",7.13761421209471e-09,6.5997722604488
"95",1.25505983105934,0.082570101947345,0.972436653733661,"PS","1µm < 10µm",1.92244803790548e-09,1.97693909472073
"96",1.13006955731607,0.208540116261868,1.04680443965629,"PP","1µm < 10µm",1.5107099271402e-09,1.44316346961256
"97",2.45181870810672,0.518323150621912,1.07717801443204,"PS","1µm < 10µm",1.58764187178915e-08,14.7388997038365
"98",1.05950870692025,0.26997786256087,1.07300634837508,"PP","1µm < 10µm",1.27619159954984e-09,1.18936071672125
"99",1.44758080917807,0.0297217514105562,0.881706806365732,"PS","1µm < 10µm",2.67456184202206e-09,3.03339139803878
"100",1.52413591735057,0.417243177187345,1.14970921305957,"PE","1µm < 10µm",4.07060633857373e-09,3.5405529435927
"101",1.71425453389991,0.0770122870508287,1.04276836934264,"PE","1µm < 10µm",5.25307703183129e-09,5.03762598317287
"102",1.26878435548064,0.526529159269199,1.217211002996,"PP","1µm < 10µm",2.48616137265374e-09,2.04250648945367
"103",1.48362359764959,0.700298094081756,1.01485852765851,"PP","1µm < 10µm",3.31418465686029e-09,3.26566173169655
"104",6.15542654627312,0.613156100420092,0.957884173768545,"PE","1µm < 10µm",2.23402206056419e-07,233.224655103655
"105",1.47396357182342,0.294151658578937,1.17183109558761,"PE","1µm < 10µm",3.7525394718695e-09,3.20228698999303
"106",3.67029793911591,0.547481645907262,1.07419826636896,"PE","1µm < 10µm",5.31114803794495e-08,49.4429027138339
"107",4.2468859743052,0.454490085908294,0.91341197521928,"PE","1µm < 10µm",6.99646237714161e-08,76.5970073412054
"108",1.7366925022837,0.5349636508236,1.0242694145239,"PE","1µm < 10µm",5.36516388541529e-09,5.23803972796468
"109",1.36487154357309,0.365877208474086,1.00283987877962,"PP","1µm < 10µm",2.54980479370123e-09,2.54258416289163
"110",1.09811184908193,0.312097042140079,1.39077892565459,"PE","1µm < 10µm",1.84161072119137e-09,1.32415777031176
"111",5.00572853114138,0.635161865986843,1.07813793678512,"PS","1µm < 10µm",1.35230984010469e-07,125.430132264627
"112",1.23471773234144,0.461063687319835,1.30981174228833,"PE","1µm < 10µm",2.46553933359911e-09,1.8823616051049
"113",1.03753570822106,0.56834654870496,1.55431323561711,"PE","1µm < 10µm",1.73599193281849e-09,1.11688679800069
"114",5.67484707343644,0.318048619762548,1.06203774593664,"PE","1µm < 10µm",1.94089678250598e-07,182.752146986476
"115",2.11712142940704,0.351023776541255,0.942854838809071,"PP","1µm < 10µm",8.94709685016278e-09,9.48936833316138
"116",1.0944924387229,0.46726979040271,0.897443513534826,"PS","1µm < 10µm",1.1766449081083e-09,1.31110748516501
"117",1.59803709725646,0.821803490767197,0.994095662161865,"PP","1µm < 10µm",4.05684812521027e-09,4.08094339370501
"118",6.12519965330443,0.434110069392729,1.1757856741698,"PP","1µm < 10µm",2.70202219582529e-07,229.805674212959
"119",1.67870857173271,0.00695807837148416,1.54533630812426,"PS","1µm < 10µm",7.31053116082875e-09,4.73070562206767
"120",1.35652218755473,0.348560773221859,1.29294387342991,"PP","1µm < 10µm",3.22745634982618e-09,2.49620762057088
"121",1.84783127349834,0.252126527602,1.13065466581592,"PE","1µm < 10µm",7.13373411223976e-09,6.30938369417315
"122",1.25445990800601,0.535625551234709,1.08445244799852,"PE","1µm < 10µm",2.14082353981807e-09,1.97410549791206
"123",1.24151478305274,0.391494022984906,1.08882464941018,"PE","1µm < 10µm",2.08359654996722e-09,1.91361993053327
"124",1.15717133925101,0.562028732783105,1.66065091583646,"PE","1µm < 10µm",2.5731870372609e-09,1.54950508425474
"125",1.31167967231461,0.611326437352867,1.08459426166058,"PP","1µm < 10µm",2.44765761130775e-09,2.25674954942157
"126",11.4795315117997,0.263879630230527,0.961079719754968,"PE","10µm < 100µm",1.45389119601697e-06,1512.76857281688
"127",1.10353068085773,0.640799004800631,1.12575724255775,"PS","1µm < 10µm",1.51285737253537e-09,1.34385755236014
"128",1.05775856945154,0.302859825307451,1.3104757013746,"PP","1µm < 10µm",1.55091726323334e-09,1.18347655100094
"129",1.09420175831017,0.40523429860284,1.22067300098743,"PS","1µm < 10µm",1.59915869535048e-09,1.31006313243341
"130",1.99161255769991,0.371730685485094,1.18265545150949,"PE","1µm < 10µm",9.34270865503192e-09,7.89977219747922
"131",1.76476448336296,0.0404295190401318,1.03414618532931,"PP","1µm < 10µm",5.68384464249262e-09,5.49617135674359
"132",3.69100886311257,0.372082210522465,1.08794033631868,"PE","1µm < 10µm",5.47066779388171e-08,50.2846306112071
"133",1.9300094550238,0.0462045959797238,1.05874847119499,"PP","1µm < 10µm",7.61151497287654e-09,7.1891626575721
"134",2.19420915858554,0.155541415941287,1.06229250235009,"PE","1µm < 10µm",1.12222047100039e-08,10.5641381118451
"135",1.5420921656825,0.47807005449042,1.04110114173659,"PE","1µm < 10µm",3.81789442837382e-09,3.66716957202203
"136",1.88572900465148,0.503635603749984,1.06074316182161,"PP","1µm < 10µm",7.11292261658832e-09,6.70560308338293
"137",2.75835625931866,0.5697122538079,1.05737502173612,"PE","1µm < 10µm",2.2191165838683e-08,20.9870342901111
"138",2.47862360287372,0.314070295371592,2.47450568195137,"PE","1µm < 10µm",3.76808072537072e-08,15.2276099135858
"139",9.93412162499333,0.534493785097581,1.39835469038633,"PE","1µm < 10µm",1.37089995429269e-06,980.366400397274
"140",1.405612119523,0.658001206827172,1.27339671926023,"PE","1µm < 10µm",3.53639042409621e-09,2.7771317222732
"141",1.24573497779082,0.352766930205087,1.0478170321761,"PP","1µm < 10µm",2.02564077186795e-09,1.93320084486613
"142",1.36321919393764,0.54741878910296,0.999076181044889,"PS","1µm < 10µm",2.5310206116854e-09,2.53336097857755
"143",1.00620876990316,0.122953059417436,1.30073091047519,"PS","1µm < 10µm",1.32510946352003e-09,1.01874219552139
"144",1.12693757558669,0.0685081260363263,1.12414570262092,"PS","1µm < 10µm",1.60887455857405e-09,1.43119753500191
"145",2.96865778450624,0.438390003207426,1.04505600097241,"PS","1µm < 10µm",2.73413512009136e-08,26.1625704033783
"146",1.1672285558331,0.536939970253524,1.00876822364542,"PP","1µm < 10µm",1.6042021906555e-09,1.59025844892134
"147",1.17437632808101,0.26291774364805,1.30630203801033,"PP","1µm < 10µm",2.11575545924555e-09,1.61965257473542
"148",1.04805511739997,0.391085225704439,1.55982205415632,"PP","1µm < 10µm",1.79567371330889e-09,1.15120420853399
"149",1.18043179096343,0.462386354305539,1.15634977035392,"PP","1µm < 10µm",1.90200612090976e-09,1.6448363373027
"150",2.17030221164159,0.611767486164476,1.00390631818501,"PP","1µm < 10µm",1.02625155090715e-08,10.2225828477954
"151",3.02239385882959,0.591106264548661,1.01539540424943,"PE","1µm < 10µm",2.80342129432488e-08,27.6091587828009
"152",1.49905020047497,0.0750600143425318,1.07993240773444,"PP","1µm < 10µm",3.63785265400949e-09,3.36859291188532
"153",1.33475749754143,0.495457640667081,0.977306276411553,"PS","1µm < 10µm",2.32400894336956e-09,2.37797402867686
"154",1.18110001272777,0.494799823083831,0.894435226012033,"PP","1µm < 10µm",1.4736994366307e-09,1.64763125799662
"155",1.07173029871499,0.291270476707498,0.90049189454586,"PS","1µm < 10µm",1.10850162549077e-09,1.23099567270377
"156",1.33743978212371,0.892551950309532,1.09486504009531,"PP","1µm < 10µm",2.61928828207657e-09,2.39233895151913
"157",1.6472487082608,0.479750967177807,1.47640433471056,"PE","1µm < 10µm",6.5990715709318e-09,4.46969127344476
"158",1.15467056679236,0.531381798140633,1.08875549303833,"PE","1µm < 10µm",1.67611821510145e-09,1.53948083460319
"159",1.41354332971935,0.187036293010346,1.33334115240465,"PE","1µm < 10µm",3.76589893006733e-09,2.82440763436696
"160",1.15562388282282,0.395116203606815,1.27226441855144,"PP","1µm < 10µm",1.96348192368052e-09,1.54329704977215
"161",1.5074888367824,0.406084369095236,1.39417958004523,"PS","1µm < 10µm",4.77618380756162e-09,3.42580244031883
"162",1.29297520116114,0.593323825970101,1.81420197051049,"PE","1µm < 10µm",3.92153612735841e-09,2.16157637964363
"163",1.85431894582644,0.533285674391333,1.02078176504859,"PP","1µm < 10µm",6.50857944158205e-09,6.37607338261202
"164",1.31811616215338,0.401050875461278,1.2416709117664,"PS","1µm < 10µm",2.84359382670756e-09,2.29013484954903
"165",1.29479245996842,0.531605726484512,1.06398912828167,"PP","1µm < 10µm",2.30960481073225e-09,2.17070339286476
"166",1.56637626117868,0.512251668998547,0.989714622092087,"PS","1µm < 10µm",3.80363000434879e-09,3.84315834023808
"167",2.21035518944143,0.638224823407179,1.21296898189741,"PS","1µm < 10µm",1.30989323082633e-08,10.7990661787353
"168",1.15833787075857,0.655686240897664,1.02205609003206,"PE","1µm < 10µm",1.58847541146596e-09,1.55419592619045
"169",1.36768085337959,0.536003074858475,1.09185363733427,"PS","1µm < 10µm",2.79330736600761e-09,2.55831667404378
"170",1.19920461976532,0.221288182576532,1.47257508516395,"PP","1µm < 10µm",2.5395532694188e-09,1.72456623434998
"171",1.79465255354853,0.381211787496132,0.902848722087414,"PE","1µm < 10µm",5.21862549153594e-09,5.78017708157166
"172",1.12692049205668,0.370379398479688,0.961876768545231,"PP","1µm < 10µm",1.37657305476844e-09,1.4311324483389
"173",3.22860826530345,0.730946877935009,1.32994428502116,"PP","1µm < 10µm",4.47589108791933e-08,33.6547262793653
"174",2.24217620296329,0.399805396457427,0.937253080025516,"PE","1µm < 10µm",1.05649170870541e-08,11.2722137832468
"175",1.91382668768379,0.316330644525767,0.918860955752191,"PE","1µm < 10µm",6.44106403833844e-09,7.00983538153028
"176",1.76139611409706,0.815455560385588,1.11621528829178,"PE","1µm < 10µm",6.09984877407552e-09,5.46476010323288
"177",1.31505564084233,0.127080793371383,1.14750843771405,"PS","1µm < 10µm",2.60968610427286e-09,2.27421953382026
"178",1.5588140661163,0.418379425376372,1.3502724876192,"PP","1µm < 10µm",5.11451394327863e-09,3.78776431436928
"179",3.39297781041429,0.53703378357185,0.96960492687216,"PE","1µm < 10µm",3.78737119589964e-08,39.0609730925903
"180",1.66987820520383,0.223272640943531,0.935104346110633,"PE","1µm < 10µm",4.35426107212497e-09,4.65644405379527
"181",2.93625778824744,0.55116284362102,0.8988532622008,"PE","1µm < 10µm",2.27547120519384e-08,25.3152689196727
"182",1.24652983938655,0.33297602521155,0.997885629937618,"PP","1µm < 10µm",1.93280840661469e-09,1.9369037378918
"183",2.06411933243318,0.412581094323445,0.963244929872622,"PE","1µm < 10µm",8.47112589393591e-09,8.79436333504099
"184",1.19856252717446,0.280890878371642,1.02531412036403,"PE","1µm < 10µm",1.76538334370894e-09,1.72179755320462
"185",1.70017976506687,0.0356067680687546,1.00594027362791,"PE","1µm < 10µm",4.94375255154898e-09,4.91455872794454
"186",1.47126634733001,0.174181220354071,1.01929016656724,"PE","1µm < 10µm",3.2461735778601e-09,3.18473942389983
"187",1.19857684467567,0.600040405064223,1.09160883515769,"PS","1µm < 10µm",1.87959677833304e-09,1.72185925745234
"188",1.63084603263491,0.183590448227792,1.1887667022832,"PE","1µm < 10µm",5.1562684065158e-09,4.33749397304992
"189",4.21080861073161,0.326333929540276,0.925227683742266,"PE","1µm < 10µm",6.90788542814878e-08,74.6614649510754
"190",3.91804295545669,0.258391855405469,0.98933327804957,"PE","1µm < 10µm",5.95045529623097e-08,60.1461148457682
"191",1.20742628478098,0.412464936024023,1.06917286030068,"PP","1µm < 10µm",1.88204413578173e-09,1.76028049875157
"192",1.25626664759736,0.552766684495268,0.896380015215851,"PE","1µm < 10µm",1.77720552673005e-09,1.98264742247973
"193",12.135076927588,0.375538636157223,1.0684438846643,"PS","10µm < 100µm",1.9093226257914e-06,1787.01254525061
"194",1.76677653330223,0.257695906767247,0.985704003980627,"PP","1µm < 10µm",5.4361494448383e-09,5.51499174486984
"195",5.09972894660044,0.552834576217801,0.990422413380394,"PS","1µm < 10µm",1.31359576942659e-07,132.629850827303
"196",1.44718756618312,0.461712337576342,1.37685485008619,"PE","1µm < 10µm",4.17313684579224e-09,3.03091995901458
"197",1.35964374704029,0.712461334870893,0.988878955003805,"PE","1µm < 10µm",2.48552722004936e-09,2.51347974134994
"198",1.88374874435537,0.423363718414291,1.12702669711611,"PP","1µm < 10µm",7.53360995487259e-09,6.68449999822537
"199",1.1021089509111,0.631499484780347,1.36004231644009,"PP","1µm < 10µm",1.82064809053172e-09,1.33867017851126
"200",1.64936146263771,0.36748965850622,1.64085005992674,"PP","1µm < 10µm",7.36234943700365e-09,4.48691176409644
"201",1.17403697621891,0.61766713039637,0.928046636412389,"PE","1µm < 10µm",1.50181046626801e-09,1.61824891912077
"202",6.88408064538511,0.459804301611557,0.938269209513932,"PP","1µm < 10µm",3.06101397713684e-07,326.240480461103
"203",1.71773472978399,0.338377667758232,1.27506801333573,"PP","1µm < 10µm",6.46251613578408e-09,5.0683697404324
"204",1.53064141413928,0.453448518653058,1.07072254377908,"PE","1µm < 10µm",3.83970028427597e-09,3.58608334772132
"205",1.35393338048478,0.485634543010755,1.10681666509444,"PE","1µm < 10µm",2.74705640344773e-09,2.48194347815801
"206",3.48484519705333,0.761033107411714,1.0298296252351,"PE","1µm < 10µm",4.35828727564956e-08,42.3204690256855
"207",1.30511975708996,0.634588343649146,1.23218693417751,"PP","1µm < 10µm",2.73922490566084e-09,2.22305952910408
"208",1.22141245214411,0.360249575866977,1.02672788741482,"PP","1µm < 10µm",1.87086473166534e-09,1.82216218590883
"209",1.1163485112797,0.432972525750881,0.939835805730891,"PE","1µm < 10µm",1.30752914870463e-09,1.39123146908389
"210",1.11755895856605,0.585345542098325,0.979934344765428,"PE","1µm < 10µm",1.36775500284248e-09,1.39576187950621
"211",1.47252382699738,0.154843100582555,1.0859538107685,"PE","1µm < 10µm",3.4673553010723e-09,3.19291231974088
"212",1.18714918636975,0.0864204293830094,0.961073437077146,"PP","1µm < 10µm",1.60794974675782e-09,1.67307687916959
"213",1.15411758668324,0.486502032339815,1.08761136731984,"PE","1µm < 10µm",1.67195242242762e-09,1.53727008807177
"214",1.93480727709144,0.663616210539007,1.00598682965038,"PE","1µm < 10µm",7.2862728699193e-09,7.24291079680592
"215",1.02914425013236,0.560332393647782,1.14721358771164,"PS","1µm < 10µm",1.25046931198074e-09,1.09000566710081
"216",2.03377648053491,0.587049548715416,1.26971921496834,"PE","1µm < 10µm",1.06811337630484e-08,8.41220140416221
"217",1.29060793954989,0.516894359806496,1.2321305774534,"PS","1µm < 10µm",2.64874245656918e-09,2.14972544715485
"218",1.36249870727968,0.607958854890125,1.00652793062532,"PP","1µm < 10µm",2.54585771346908e-09,2.52934631618958
"219",2.75060834632945,0.917879279636957,1.14561233763158,"PE","1µm < 10µm",2.38409716602889e-08,20.8106799107779
"220",4.3814526176385,0.464534640110913,1.05065739618119,"PE","1µm < 10µm",8.83721620984602e-08,84.1113025232252
"221",1.21568408459689,0.619392694490176,1.24329589154292,"PP","1µm < 10µm",2.23376093606388e-09,1.79664466942926
"222",6.75262907776389,0.659224293600541,0.881713599113614,"PP","1µm < 10µm",2.71485239902346e-07,307.906377054035
"223",2.15266896722981,0.201285329035075,0.893107165730996,"PE","1µm < 10µm",8.90913057560036e-09,9.97543286791161
"224",1.97801272827176,0.425712848618887,1.03916383173642,"PE","1µm < 10µm",8.04213331851937e-09,7.73904275044018
"225",1.03245155275266,0.368195946688677,0.975250730191714,"PE","1µm < 10µm",1.07331037999647e-09,1.10054814292267
"226",1.34422560103248,0.286221765786112,0.950439220467446,"PS","1µm < 10µm",2.30855824629772e-09,2.42893832302325
"227",1.46554957765972,0.289820575635238,1.29858421290607,"PE","1µm < 10µm",4.0876307986345e-09,3.14775950455065
"228",1.6213650563462,0.32054925935558,1.2573118829123,"PP","1µm < 10µm",5.35902084985638e-09,4.26228442018961
"229",2.02348343126742,0.318801525714725,1.47864434504687,"PP","1µm < 10µm",1.22507502053071e-08,8.28512295491769
"230",4.2836724121723,0.614767782730825,1.00933339314676,"PE","1µm < 10µm",7.93383923360342e-08,78.6047433630268
"231",1.76230095449575,0.569211709213658,1.32926418904234,"PE","1µm < 10µm",7.27531051731989e-09,5.47318627650788
"232",1.38962155658941,0.425567521811797,0.986254479544604,"PS","1µm < 10µm",2.6465409383041e-09,2.68342602562994
"233",1.58319980304748,0.442586239181111,0.964232505397475,"PS","1µm < 10µm",3.82638750318525e-09,3.96832452937058
"234",1.03608162697418,0.794779480087796,1.07541819619243,"PE","1µm < 10µm",1.19607743616786e-09,1.11219750642367
"235",1.19458896503244,0.186450769045749,1.14356693145663,"PP","1µm < 10µm",1.94947237017451e-09,1.70472957598674
"236",1.34675778674342,0.474674239523311,1.21044655271674,"PE","1µm < 10µm",2.95674658355526e-09,2.44269073832224
