"","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.particles.kg.food.min.nominal","dose.particles.kg.food.max.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.particles.mL.min.measured","dose.particles.mL.max.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","dose.mg.m2.measured","dose.percent.food.measured","dose.particles.kg.sed.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","dose.um3.mL.master","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","max.size.ingest.um","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","environment.noNA","chem.exp.typ.nominal_f","dose.specific.surface.area.um2.mg.mL","Species","Group","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M","EC_mono_p.particles.mL","mu.p.mono","mu.p.poly","EC_poly_p.particles.mL","CF_bio","EC_env_p.particles.mL","mu.sa.mono","x_LL_sa","x_UL_sa","mu.sa.poly","EC_poly_sa.particles.mL","EC_env_sa.particles.mL","mu.v.mono","x_LL_v","x_UL_v","mu.v.poly","EC_poly_v.particles.mL","EC_env_v.particles.mL","mu.m.mono","x_LL_m","x_UL_m","mu.m.poly","EC_poly_m.particles.mL","EC_env_m.particles.mL","mu.ssa.mono","x_LL_ssa","x_UL_ssa","mu.ssa.poly","EC_poly_ssa.particles.mL","EC_env_ssa.particles.mL","dose_new"
"58","Koelmans","10.1021/es401932b",55,2,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,1,2,"P",2,2,2,2,0,0,0,1,10,9,19,"de Ruijter","Pass",NA,"Pass",NA,"Lee","2013","Tigriopus","japonicus","Crustacea","Marine","Early","invivo",NA,0.2,"WoRMS",0.168691080099539,NA,"water","N","N","Lab","Y","N","filtered.seawater",NA,NA,32,7.8,20,NA,NA,14,4,3,2,10,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,"converted",0.04,"reported","Y","EC50",10,"acute",10,"decrease","Clear","fitness","reproduction","fecundity",4,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,113.0973355,113.0973355,1.21e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","polysciences","unknown","N","N","N","N","N","sonicated.no.aggregates.observed","Y","microscopy.flourescent.particles","gut","N","LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Crustacea","Fitness","Reproduction","Fecundity","Organism","In Vivo","Early","Marine","Tigriopus japonicus",37435.2180505,"10","Acute","Red Criteria Passed","Red Criteria Passed",168.691080099539,37435.2180505,934688723.140496,"Marine","Particle Only",309381967359.504,"Tigriopus japonicus","Crustacea",2.07,1.5,1.48,1.32,1.98,0.77,1.1,219.079324804596,331,1,4.81881001993302,68.6891574124768,1.0030293901471,68.8972436691547,113.0973355,1.80251477086768,86513.0493175808,394.893718952003,94.7982108954487,95.085391661498,113.0973355,0.207996569298423,2187058.26469641,860.439627442826,43.5070827243919,43.6388826521262,0.000121,2.28796226228265e-07,2.40576409116605,0.00644726818313133,1.29303857807242,1.29695569640066,934688.723140496,7878253.9405582,35960.7368134125,201570.814960612,319.478178056707,320.446002101525,3204.46002101525
"59","Koelmans,Jacob","10.1016/j.scitotenv.2017.11.103",56,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,"P",2,2,0,2,2,0,0,1,11,9,20,"de Ruijter","Pass",NA,"Pass",NA,"Lei","2018","Danio","rerio","Fish","Freshwater","Adult","invivo",NA,2.5,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","uv.sterilized.water",NA,NA,NA,7.2,23,NA,NA,10,5,3,2,16,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.4185227,"converted",10,"reported","Y","LOEC",10,"acute",2,"increase","Clear","fitness","mortality","mortality",6,"organism",NA,"PP",0.875,8.75e-10,"estimated","fragment",NA,NA,NA,NA,0.07,NA,NA,NA,0.04,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",100,NA,72100.5908347071,207996.569298423,7.33e-05,4,"N","Y","dynamic.light.scatter",NA,"Y","micrscopy","Y","FTIR","commercial","sigma","unknown","N","N","N","N","N","sonicated","N",NA,NA,"Y","LTH","Yes","100µm < 1mm","Fragment","Polypropylene","Fish","Fitness","Mortality","Mortality","Organism","In Vivo","Adult","Freshwater","Danio rerio",11428571.4333266,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,9835856.08746791,983636982.73816,"Freshwater","Particle Only",134186304058.225,"Danio rerio","Fish",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,136.4185227,1,5.42521131628498,25.1452919982138,1.00113385641602,25.1738031488788,72100.5908347071,1.80251477086768,486426.654307351,936.371309541651,10504.2262479,10516.1365322265,207996.569298423,0.207996569298423,29158418.8549329,3308.34121964211,8576.68022327773,8586.40494717708,0.0733,2.28796226228265e-07,32.0742607404262,0.0374045892371833,49.3319084220417,49.3878437229207,983636.98273816,7878253.9405582,15165.6388355745,99208.8541801345,249.593486166539,249.876489342226,12493.8244671113
"60","Koelmans,Rochman","10.1016/j.envpol.2017.10.095",59,2,2,2,2,2,2,1,1,1,2,1,0,0,0,2,2,1,2,"P",2,2,0,0,1,1,0,2,13,8,21,"de Ruijter","Pass",NA,"Pass",NA,"Lo.Chan","2018","Crepidula","onyx","Mollusca","Marine","Early","invivo",NA,6,"https://invasions.si.edu/nemesis/species_summary/72639",4.0445581424139,NA,"water","N","N","Lab","Y","N","filtered.seawater",NA,NA,30,NA,22,NA,NA,95,3,3,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"reported",0.000240207,"converted","N","NOEC",1,"chronic",1,NA,"Clear","fitness","growth","growth.rate",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,NA,0.002,0.004,NA,0.002,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,38.48451001,22.4492975,2.4e-08,3,"N","Y","unknown.method",NA,"N",NA,"N",NA,"commercial","spherotech,PP-20-10","Y","N","N","N","N","Y","N","N",NA,NA,"Y","LTH","No","1µm < 100µm","Sphere","Polystyrene","Mollusca","Fitness","Growth","Growth Rate","Organism","In Vivo","Early","Marine","Crepidula onyx",224.492975,"1","Chronic","Red Criteria Passed","Red Criteria Passed",4044.5581424139,384.8451001,1603521250.41667,"Marine","Particle Only",16035212504.1667,"Crepidula onyx","Mollusca",2.07,1.5,1.48,1.32,1.98,0.77,1.1,6493.50649350649,10,1,7.01807576531229,1.42489199809245,0.999973118347602,1.42485369464105,38.48451001,1.80251477086768,76004164.7355237,11704.6413692706,0.032879700279444,0.0328788164187702,22.4492975,0.207996569298423,56950036826.0408,170122.852600677,0.00131959329136659,0.00131955781851842,2.4e-05,2.28796226228265e-07,62645.0405086449,6.45123218527759,5.30076854921223e-06,5.30062605579465e-06,1603521.25041667,7878253.9405582,1213.25110684596,11412.0095992388,200.208662481674,200.203280542002,200203.280542002
"61","Koelmans,Rochman","10.1016/j.envpol.2017.10.095",59,2,2,2,2,2,2,1,1,1,2,1,0,0,0,2,2,1,2,"P",2,2,0,0,1,1,0,2,13,8,21,"de Ruijter","Pass",NA,"Pass",NA,"Lo.Chan","2018","Crepidula","onyx","Mollusca","Marine","Early","invivo",NA,6,"https://invasions.si.edu/nemesis/species_summary/72639",4.0445581424139,NA,"water","N","N","Lab","Y","N","filtered.seawater",NA,NA,30,NA,22,NA,NA,95,3,3,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,"reported",1.4412449,"converted","Y","LOEC",1,"chronic",2,"decrease","Clear","fitness","growth","growth.rate",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,NA,0.002,0.004,NA,0.002,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,38.48451001,22.4492975,2.4e-08,3,"N","Y","unknown.method",NA,"N",NA,"N",NA,"commercial","spherotech,PP-20-10","Y","N","N","N","N","Y","N","N",NA,NA,"Y","LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Mollusca","Fitness","Growth","Growth Rate","Organism","In Vivo","Early","Marine","Crepidula onyx",1346957.85,"1","Chronic","Red Criteria Passed","Red Criteria Passed",4044.5581424139,2309070.6006,1603521250.41667,"Marine","Particle Only",96211275025000,"Crepidula onyx","Mollusca",2.07,1.5,1.48,1.32,1.98,0.77,1.1,6493.50649350649,60000,1,7.01807576531229,8549.35198855468,0.999973118347602,8549.12216784629,38.48451001,1.80251477086768,76004164.7355237,11704.6413692706,197.278201676664,197.272898512621,22.4492975,0.207996569298423,56950036826.0408,170122.852600677,7.91755974819954,7.91734691111054,2.4e-05,2.28796226228265e-07,62645.0405086449,6.45123218527759,0.0318046112952734,0.0318037563347679,1603521.25041667,7878253.9405582,1213.25110684596,11412.0095992388,1201251.97489004,1201219.68325201,600609841.626006
"62","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15958.04911,"converted",10000,"reported","N","NOEC",10,"acute",1,NA,"Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Marine","Hydra attenuata",10695187168.4603,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,4602339077.60109,460233918.41739,"Marine","Particle Only",7344435472192.45,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,15958.04911,1,5.42521131628498,2941.46129609705,1.00113385641602,2944.79649086011,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,4915079.12588,4920652.11988214,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,8026305.02045933,8035405.69790374,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,49334.4839511734,49390.4221723326,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,13661.0309546516,13676.520602249,1367652.0602249
"63","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31916.09821,"converted",20000,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Marine","Hydra attenuata",21390374330.2186,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,9204678152.31816,460233918.41739,"Marine","Particle Only",14688870939782.6,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,31916.09821,1,5.42521131628498,5882.92259035085,1.00113385641602,5889.59297987489,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,9830158.24868,9841304.23668079,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,16052610.035889,16070811.3907721,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,98668.9678714316,98780.844313715,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,27322.0619007425,27353.0411959277,1367652.05979638
"64","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55853.17187,"converted",35000,"reported",NA,"IC50",10,"acute",10,NA,"Clear","behavioral.sense.neuro","feeding","feeding.rate",2,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH",NA,"100µm < 1mm","Fragment","Polyethylene","Cnidaria","Behavioral, Sensory, Neurological","Feeding","Feeding Rate","Organism","In Vivo","Adult","Marine","Hydra attenuata",37433155079.558,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,16108186767.2778,460233918.41739,"Marine","Particle Only",25705524145770.1,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,55853.17187,1,5.42521131628498,10295.1145335748,1.00113385641602,10306.7877152424,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,17202776.93596,17222282.4149623,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,28092067.5640632,28123919.9351101,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,172670.693782734,172866.477556739,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,47813.6083284396,47867.822095016,478678.22095016
"65","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63832.19643,"converted",40000,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","development","abnormality.occurrence",3,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Development","Abnormality Occurrence","Organism","In Vivo","Adult","Marine","Hydra attenuata",42780748667.1392,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,18409356307.5203,460233918.41739,"Marine","Particle Only",29377741884167.4,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,63832.19643,1,5.42521131628498,11765.8451825449,1.00113385641602,11779.1859615951,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,19660316.50044,19682608.4764451,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,32105220.0768077,32141622.7865796,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,197337.935773778,197561.68865838,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,54644.1238100456,54706.0824004256,5470608.24004256
"66","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127664.3929,"converted",80000,"reported","Y","LOEC",10,"acute",2,"increase","Clear","fitness","development","abnormality.occurrence",3,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Development","Abnormality Occurrence","Organism","In Vivo","Adult","Marine","Hydra attenuata",85561497361.0866,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,36818712626.5768,460233918.41739,"Marine","Particle Only",58755483786744.2,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,127664.3929,1,5.42521131628498,23531.6903724629,1.00113385641602,23558.3719305716,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,39320633.0132,39365216.9652241,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,64210440.1737339,64283245.5933005,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,394675.871671217,395123.377440561,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,109288.247654334,109412.164835132,5470608.24175662
"67","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63832.19643,"converted",40000,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Adult","Marine","Hydra attenuata",42780748667.1392,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,18409356307.5203,460233918.41739,"Marine","Particle Only",29377741884167.4,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,63832.19643,1,5.42521131628498,11765.8451825449,1.00113385641602,11779.1859615951,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,19660316.50044,19682608.4764451,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,32105220.0768077,32141622.7865796,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,197337.935773778,197561.68865838,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,54644.1238100456,54706.0824004256,5470608.24004256
"68","Koelmans","10.1016/j.envpol.2017.11.029",69,2,2,2,2,2,2,1,1,2,1,2,2,0,0,0,1,1,2,"P",2,2,1,1,0,0,1,0,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Murphy.Quin","2018","Hydra","attenuata","Cnidaria","Marine","Adult","invivo",NA,2,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","double.distilled.water",NA,NA,NA,NA,18,NA,NA,0.04,4,6,0,10,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127664.3929,"converted",80000,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",200,NA,288402.363338829,1663972.55438739,0.000626643,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","70.percent.ethanol.distilled.water.hydra.media","rinse","N","N","shaker,mechnical.rotator","Y","microscopy","gut","Y","LTH","Yes","100µm < 1mm","Fragment","Polyethylene","Cnidaria","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Adult","Marine","Hydra attenuata",85561497361.0866,"10","Acute","Red Criteria Passed","Red Criteria Passed",400,36818712626.5768,460233918.41739,"Marine","Particle Only",58755483786744.2,"Hydra attenuata","Cnidaria",2.07,1.5,1.48,1.32,1.98,0.77,1.1,519.480519480519,127664.3929,1,5.42521131628498,23531.6903724629,1.00113385641602,23558.3719305716,288402.363338829,1.80251477086768,486426.654307351,936.371309541651,39320633.0132,39365216.9652241,1663972.55438739,0.207996569298423,29158418.8549329,3308.34121964211,64210440.1737339,64283245.5933005,0.626643,2.28796226228265e-07,32.0742607404262,0.0374045892371833,394675.871671217,395123.377440561,460233.91841739,7878253.9405582,15165.6388355745,99208.8541801345,109288.247654334,109412.164835132,5470608.24175662
